h	1e-07	5e-05	0.0005	0.005
0.1	2.094736842105263	2.1	2.126315789473684	2.3947368421052633
0.05	2.0894736842105264	2.0894736842105264	2.1052631578947367	2.721052631578947
0.03333333333333333	2.1789473684210527	2.168421052631579	2.1894736842105265	2.778947368421053
0.025	2.2736842105263158	2.268421052631579	2.3	2.831578947368421
0.02	2.4263157894736844	2.4210526315789473	2.457894736842105	2.8421052631578947
0.016666666666666666	2.531578947368421	2.531578947368421	2.5631578947368423	2.8473684210526318
0.014285714285714285	2.6210526315789475	2.636842105263158	2.705263157894737	2.9842105263157896
0.0125	2.7	2.710526315789474	2.794736842105263	3.126315789473684
0.011111111111111112	2.7736842105263158	2.7842105263157895	2.873684210526316	3.2157894736842105
0.01	2.805263157894737	2.8	2.931578947368421	3.305263157894737
0.00909090909090909	2.8526315789473684	2.857894736842105	2.9368421052631577	3.336842105263158
0.008333333333333333	2.9105263157894736	2.905263157894737	2.9947368421052634	3.4210526315789473
0.007692307692307693	2.931578947368421	2.9157894736842107	2.963157894736842	3.536842105263158
0.007142857142857143	2.963157894736842	2.973684210526316	2.9789473684210526	3.5842105263157893
0.006666666666666667	2.973684210526316	2.9842105263157896	2.9894736842105263	3.6842105263157894
0.00625	3.0105263157894737	2.9947368421052634	3.0	3.7473684210526317
0.0058823529411764705	3.0157894736842104	3.0052631578947366	2.9947368421052634	3.7842105263157895
0.005555555555555556	3.0157894736842104	3.0105263157894737	3.0105263157894737	3.8421052631578947
0.005263157894736842	3.0157894736842104	3.0157894736842104	3.0157894736842104	3.8789473684210525
0.005	3.0157894736842104	3.0210526315789474	3.031578947368421	3.931578947368421
